"DictWordID","PojUnicode","PojInput","KipUnicode","KipInput","HanLoTaibunPoj","PageNumber"
"1009","Soaⁿ-soāiⁿ-á","Soann-soainn7-a2","Suann-suāinn-á","Suann-suainn7-a2","山檨仔","268"
"1010","Soāiⁿ-á","Soainn7-a2","Suāinn-á","Suainn7-a2","檨仔","268"
"1011","Nōaⁿ-sim-bo̍k","Noann7-sim-bok8","Nuānn-sim-bo̍k","Nuann7-sim-bok8","爛心木","268"
"1012","Nōa-sim","Noa7-sim","Nuā-sim","Nua7-sim","爛心","268"
"1013","Soaⁿ-iâm-chhiⁿ","Soann-iam5-chhinn","Suann-iâm-tshinn","Suann-iam5-tshinn","山鹽菁","268"
"1014","Po͘-iâm-á","Poo-iam5-a2","Poo-iâm-á","Poo-iam5-a2","埔鹽仔","268"
"1015","Soaⁿ-po͘-iâm","Soann-poo-iam5","Suann-poo-iâm","Suann-poo-iam5","山埔鹽","268"
"1016","Iâm-tang-hoe","Iam5-tang-hoe","Iâm-tang-hue","Iam5-tang-hue","鹽東花","268"
"1017","Po͘-iâm","Poo-iam5","Poo-iâm","Poo-iam5","埔鹽","268"
"1018","Soaⁿ-chha̍t-á","Soann-chhat8-a2","Suann-tsha̍t-á","Suann-tshat8-a2","山賊仔","269"
"1019","Chhat","Chhat","Tshat","Tshat","漆","269"
"1020","Soaⁿ-chhat","Soann-chhat","Suann-tshat","Suann-tshat","山漆","269"
"1021","Chhat-chhit-chhiū","Chhat-chhit-chhiu7","Tshat-tshit-tshiū","Tshat-tshit-tshiu7","漆七樹","269"
"1022","Teng-pheng-á","Teng-pheng-a2","Ting-phing-á","Ting-phing-a2","燈秤仔","269"
"1023","Bān-tiám-kim","Ban7-tiam2-kim","Bān-tiám-kim","Ban7-tiam2-kim","萬點金","269"
"1024","Teng-chheng-hoe","Teng-chheng-hoe","Ting-tshing-hue","Ting-tshing-hue","燈稱花","269"
"1025","O͘-koe-kut","Oo-koe-kut","Oo-kue-kut","Oo-kue-kut","烏鷄骨","269"
"1026","Teng-phêng-hoe","Teng-pheng5-hoe","Ting-phîng-hue","Ting-phing5-hue","燈秤花","269"
"1027","Kô͘-thu","Koo5-thu","Kôo-thu","Koo5-thu","糊樗","270"
"1028","Khó͘-thu","Khoo2-thu","Khóo-thu","Khoo2-thu","苦株","270"
"1029","Kô͘-thu","Koo5-thu","Kôo-thu","Koo5-thu","糊樗","271"
"1030","Pe̍h-gûn","Peh8-gun5","Pe̍h-gûn","Peh8-gun5","白銀","271"
"1031","Bé-kháu-chhiū","Be2-khau2-chhiu7","Bé-kháu-tshiū","Be2-khau2-tshiu7","馬口樹","271"
"1032","Tai-teng-hông","Tai-teng-hong5","Tai-ting-hông","Tai-ting-hong5","大丁黃、大疔黃","273"
"1033","Chiáu-kiān-hoe","Chiau2-kian7-hoe","Tsiáu-kiān-hue","Tsiau2-kian7-hue","鳥腱花","274"
"1034","Soaⁿ-hiuⁿ-îⁿ","Soann-hiunn-inn5","Suann-hiunn-înn","Suann-hiunn-inn5","山香圓","275"
"1035","Koe-jiû","Koe-jiu5","Kue-jiû","Kue-jiu5","鷄柔","276"
"1036","Chhiⁿ-png","Chhinn-png","Tshinn-png","Tshinn-png","青楓","276"
"1037","Chí-kiong","Chi2-kiong","Tsí-kiong","Tsi2-kiong","止宮","277"
"1038","Tó-tōe-lêng","To2-toe7-leng5","Tó-tuē-lîng","To2-tue7-ling5","倒地柃","277"
"1039","Pe̍h-hoe-á-chháu","Peh8-hoe-a2-chhau2","Pe̍h-hue-á-tsháu","Peh8-hue-a2-tshau2","白花仔草","277"
"1040","Chhia-sng-á","Chhia-sng-a2","Tshia-sng-á","Tshia-sng-a2","車桑仔、車閂仔","277"
"1041","Gêng-géng","Geng5-geng2","Gîng-gíng","Ging5-ging2","龍眼","277"
"1042","Khó͘-lēng-kang","Khoo2-leng7-kang","Khóo-līng-kang","Khoo2-ling7-kang","苦楝江","277"
"1043","Khó͘-lēng-kū","Khoo2-leng7-ku7","Khóo-līng-kū","Khoo2-ling7-ku7","苦楝舅","277"
"1044","Poa̍t-á-koe-iû","Poat8-a2-koe-iu5","Pua̍t-á-kue-iû","Puat8-a2-kue-iu5","拔仔雞油","277"
"1045","Nāi-chi","Nai7-chi","Nāi-tsi","Nai7-tsi","荔枝","277"
"1046","Hoân-á-gêng-géng","Hoan5-a2-geng5-geng2","Huân-á-gîng-gíng","Huan5-a2-ging5-ging2","蕃仔龍眼","277"
"1047","Loân-chhiū","Loan5-chhiu7","Luân-tshiū","Luan5-tshiu7","欒樹","278"
"1048","N̂g-ba̍k-chí","Ng5-bak8-chi2","N̂g-ba̍k-tsí","Ng5-bak8-tsi2","黃目子","278"
"1049","Ba̍k-lô","Bak8-lo5","Ba̍k-lô","Bak8-lo5","木羅","278"
"1050","Ba̍k-lông-chhiū","Bak8-long5-chhiu7","Ba̍k-lông-tshiū","Bak8-long5-tshiu7","木浪樹","278"
"1051","Soaⁿ-ti-bah","Soann-ti-bah","Suann-ti-bah","Suann-ti-bah","山猪肉","278"
"1052","Soaⁿ-ti-koaⁿ","Soann-ti-koann","Suann-ti-kuann","Suann-ti-kuann","山猪肝","278"
"1053","Pit-lô-chí","Pit-lo5-chi2","Pit-lô-tsí","Pit-lo5-tsi2","筆羅子","278"
"1054","Ka-choa̍h-si̍t","Ka-choah8-sit8","Ka-tsua̍h-si̍t","Ka-tsuah8-sit8","蟉？翼","278"
"1055","Le̍k-chiuⁿ","Lek8-chiunn","Li̍k-tsiunn","Lik8-tsiunn","綠樟","278"
"1056","Chńg-kah-hoe","Chng2-kah-hoe","Tsńg-kah-hue","Tsng2-kah-hue","指甲花","279"
"1057","O͘-chhì-á","Oo-chhi3-a2","Oo-tshì-á","Oo-tshi3-a2","烏刺仔","279"
"1058","O͘-ba̍k-á","Oo-bak8-a2","Oo-ba̍k-á","Oo-bak8-a2","黑目仔","280"
"1059","Tháng-kau-tîn","Thang2-kau-tin5","Tháng-kau-tîn","Thang2-kau-tin5","桶鈎藤","280"
"1060","Gû-chang-chhì","Gu5-chang-chhi3","Gû-tsang-tshì","Gu5-tsang-tshi3","牛鬃刺","280"
"1061","Chhì-mng","Chhi3-mng","Tshì-mng","Tshi3-mng","刺？","280"
"1062","Chó-á","Cho2-a2","Tsó-á","Tso2-a2","棗仔","280"
"1063","Âng-chó","Ang5-cho2","Âng-tsó","Ang5-tso2","紅棗","281"
"1064","Tōa-chó","Toa7-cho2","Tuā-tsó","Tua7-tso2","大棗","281"
"1065","Tōa-phû-tô","Toa7-phu5-to5","Tuā-phû-tô","Tua7-phu5-to5","大葡萄","281"
"1066","Tōa-pún-soaⁿ-phû-tô","Toa7-pun2-soann-phu5-to5","Tuā-pún-suann-phû-tô","Tua7-pun2-suann-phu5-to5","大本山葡萄","281"
"1067","Soaⁿ-phû-tô","Soann-phu5-to5","Suann-phû-tô","Suann-phu5-to5","山葡萄","281"
"1068","Pùn-kam-tîn","Pun3-kam-tin5","Pùn-kam-tîn","Pun3-kam-tin5","糞？藤","281"
"1069","Léng-pn̄g-tîn","Leng2-png7-tin5","Líng-pn̄g-tîn","Ling2-png7-tin5","冷飯藤","281"
"1070","Hī-khang-á-tîn","Hi7-khang-a2-tin5","Hī-khang-á-tîn","Hi7-khang-a2-tin5","耳空仔藤","281"
"1071","Ngó͘-jiáu-lêng","Ngoo2-jiau2-leng5","Ngóo-jiáu-lîng","Ngoo2-jiau2-ling5","五爪龍","281"
"1072","Ngó͘-jiáu-jiông","Ngoo2-jiau2-jiong5","Ngóo-jiáu-jiông","Ngoo2-jiau2-jiong5","五爪絨","281"
"1073","Hoan-pô-oan","Hoan-po5-oan","Huan-pô-uan","Huan-po5-uan","蕃婆灣","281"
"1074","Hoan-pô-oân","Hoan-po5-oan5","Huan-pô-uân","Huan-po5-uan5","蕃婆怨","281"
"1075","Âng-kut-chôa","Ang5-kut-choa5","Âng-kut-tsuâ","Ang5-kut-tsua5","紅骨蛇","282"
"1076","Saⁿ-kha-pih-chháu","Sann-kha-pih-chhau2","Sann-kha-pih-tsháu","Sann-kha-pih-tshau2","三角鼈草","282"
"1077","Saⁿ-kha-pih","Sann-kha-pih","Sann-kha-pih","Sann-kha-pih","三角鼈","282"
"1078","Sòe-pún-soaⁿ-phû-tô","Soe3-pun2-soann-phu5-to5","Suè-pún-suann-phû-tô","Sue3-pun2-suann-phu5-to5","細本山葡萄","282"
"1079","Phû-tô","Phu5-to5","Phû-tô","Phu5-to5","葡萄","283"
"1080","Kâu-hoaⁿ-hí","Kau5-hoann-hi2","Kâu-huann-hí","Kau5-huann-hi2","猴歡喜","283"
"1081","Tō͘-eng","Too7-eng","Tōo-ing","Too7-ing","杜英、杜鶯","283"
"1082","Chû-tāu","Chu5-tau7","Tsû-tāu","Tsu5-tau7","薯豆","283"
"1083","Chû-táu","Chu5-tau2","Tsû-táu","Tsu5-tau2","薯斗","283"
"1084","N̂g-môa","Ng5-moa5","N̂g-muâ","Ng5-mua5","黃麻","284"
"1085","Soaⁿ-môa","Soann-moa5","Suann-muâ","Suann-mua5","山麻","284"
"1086","Táu-lo̍k","Tau2-lok8","Táu-lo̍k","Tau2-lok8","斗鹿","284"
"1087","La̍k-ta̍k-chháu","Lak8-tak8-chhau2","La̍k-ta̍k-tsháu","Lak8-tak8-tshau2","？碡草、磱碡草","285"
"1088","Saⁿ-kha-pih","Sann-kha-pih","Sann-kha-pih","Sann-kha-pih","三角鼈","285"
"1089","Io̍h-hó͘","Ioh8-hoo2","Io̍h-hóo","Ioh8-hoo2","藥虎","285"
"1090","Saⁿ-kha-pòa","Sann-kha-poa3","Sann-kha-puà","Sann-kha-pua3","三角破","285"
"1091","Bí-nâ-chháu","Bi2-na5-chhau2","Bí-nâ-tsháu","Bi2-na5-tshau2","米籃草","285"
"1092","Sù-bî-chháu","Su3-bi5-chhau2","Sù-bî-tsháu","Su3-bi5-tshau2","絮薇草","285"
"1093","Bō-á-tún","Bo7-a2-tun2","Bō-á-tún","Bo7-a2-tun2","帽仔盾","285"
"1094","Tò-tiàu-hong","To3-tiau3-hong","Tò-tiàu-hong","To3-tiau3-hong","倒？風","285"
"1095","Sù-bí-chháu","Su3-bi2-chhau2","Sù-bí-tsháu","Su3-bi2-tshau2","四米草","285"
"1096","Géng-á-tún-chháu","Geng2-a2-tun2-chhau2","Gíng-á-tún-tsháu","Ging2-a2-tun2-tshau2","研仔盾草","285"
"1097","Phoh-á-chháu","Phoh-a2-chhau2","Phoh-á-tsháu","Phoh-a2-tshau2","朴仔草","285"
"1098","Bō-á-tùn-chháu","Bo7-a2-tun3-chhau2","Bō-á-tùn-tsháu","Bo7-a2-tun3-tshau2","帽仔盾草","285"
"1099","Bō-á-tún-chháu","Bo7-a2-tun2-chhau2","Bō-á-tún-tsháu","Bo7-a2-tun2-tshau2","磨仔盾草","285"
"1100","Soaⁿ-phû-iông","Soann-phu5-iong5","Suann-phû-iông","Suann-phu5-iong5","山芙蓉","286"
"1101","Káu-thâu-phû-iông","Kau2-thau5-phu5-iong5","Káu-thâu-phû-iông","Kau2-thau5-phu5-iong5","狗頭芙蓉","286"
"1102","Phû-iông","Phu5-iong5","Phû-iông","Phu5-iong5","芙蓉","286"
"1103","Hû-song-hoe","Hu5-song-hoe","Hû-song-hue","Hu5-song-hue","扶桑花","286"
"1104","Tōa-âng-hoe","Toa7-ang5-hoe","Tuā-âng-hue","Tua7-ang5-hue","大紅花","286"
"1105","Chiú-gím-hoe","Chiu2-gim2-hoe","Tsiú-gím-hue","Tsiu2-gim2-hue","水錦花","286"
"1106","Pe̍h-chúi-gím-hoe","Peh8-chui2-gim2-hoe","Pe̍h-tsuí-gím-hue","Peh8-tsui2-gim2-hue","白水錦花","286"
"1107","Phoh-á","Phoh-a2","Phoh-á","Phoh-a2","朴仔","286"
"1108","Ké-hio̍h","Ke2-hioh8","Ké-hio̍h","Ke2-hioh8","菓葉、粿葉","286"
"1109","Iâm-chúi-bīn-thâu-ké","Iam5-chui2-bin7-thau5-ke2","Iâm-tsuí-bīn-thâu-ké","Iam5-tsui2-bin7-thau5-ke2","鹽水面頭菓","286"
"1110","N̂g-chúi","Ng5-chui2","N̂g-tsuí","Ng5-tsui2","黃槿","286"
"1111","Tōa-hō-suh-huih-á-chháu","Toa7-ho7-suh-huih-a2-chhau2","Tuā-hō-suh-huih-á-tsháu","Tua7-ho7-suh-huih-a2-tshau2","大號嗽血仔草","287"
"1112","Kúi-liú-kun","Kui2-liu2-kun","Kuí-liú-kun","Kui2-liu2-kun","鬼柳根","287"
"1113","Sù-bí-chháu","Su3-bi2-chhau2","Sù-bí-tsháu","Su3-bi2-tshau2","賜米草","287"
"1114","Khiā-á-suh-huih-á","Khia7-a2-suh-huih-a2","Khiā-á-suh-huih-á","Khia7-a2-suh-huih-a2","竪仔嗽血仔","287"
"1115","Îⁿ-hio̍h-suh-huih-chháu","Inn5-hioh8-suh-huih-chhau2","Înn-hio̍h-suh-huih-tsháu","Inn5-hioh8-suh-huih-tshau2","圓葉嗽血草","287"
"1116","Sòa-hō-suh-huih--á-chháu","Soa3-ho7-suh-huih--a2-chhau2","Suà-hō-suh-huih--á-tsháu","Sua3-ho7-suh-huih--a2-tshau2","小號嗽血仔草","287"
"1117","Sat-bú-chí-chháu","Sat-bu2-chi2-chhau2","Sat-bú-tsí-tsháu","Sat-bu2-tsi2-tshau2","虱母子草","288"
"1118","Sat-bú-chí","Sat-bu2-chi2","Sat-bú-tsí","Sat-bu2-tsi2","虱母子","288"
"1119","Pan-chi-chhiū","Pan-chi-chhiu7","Pan-tsi-tshiū","Pan-tsi-tshiu7","班芝樹","288"
"1120","Kó-bo̍k","Ko2-bok8","Kó-bo̍k","Ko2-bok8","？木","288"
"1121","Ka-po̍h-mî","Ka-poh8-mi5","Ka-po̍h-mî","Ka-poh8-mi5","加薄棉","288"
"1122","Chhiⁿ-tông","Chhinn-tong5","Tshinn-tông","Tshinn-tong5","青桐","288"
"1123","Ngô͘-tông","Ngoo5-tong5","Ngôo-tông","Ngoo5-tong5","梧桐","288"
"1124","Khó͘-môa","Khoo2-moa5","Khóo-muâ","Khoo2-mua5","苦麻","288"
"1125","Tōa-pe̍h-hio̍h-á","Toa7-peh8-hioh8-a2","Tuā-pe̍h-hio̍h-á","Tua7-peh8-hioh8-a2","大白葉仔","288"
"1126","Bīn-thâu-ké","Bin7-thau5-ke2","Bīn-thâu-ké","Bin7-thau5-ke2","面頭菓","289"
"1127","Chhe-thâu-hêng","Chhe-thau5-heng5","Tshe-thâu-hîng","Tshe-thau5-hing5","栖頭恒","289"
"1128","Teng-á-chháu","Teng-a2-chhau2","Ting-á-tsháu","Ting-a2-tshau2","燈仔草","289"
"1129","Chhèng-chhn̂g-lâm","Chheng3-chhng5-lam5","Tshìng-tshn̂g-lâm","Tshing3-tshng5-lam5","銃床楠","289"
"1130","Pîn-pô","Pin5-po5","Pîn-pô","Pin5-po5","蘋婆","289"
"1131","Chúi-tang-koe","Chui2-tang-koe","Tsuí-tang-kue","Tsui2-tang-kue","水冬瓜","290"
"1132","Chúi-kóng-sim","Chui2-kong2-sim","Tsuí-kóng-sim","Tsui2-kong2-sim","水管心","290"
"1133","Tōa-phàⁿ-chhiū","Toa7-phann3-chhiu7","Tuā-phànn-tshiū","Tua7-phann3-tshiu7","大有樹","290"
"1134","Tò-tiàu-hong","To3-tiau3-hong","Tò-tiàu-hong","To3-tiau3-hong","倒？風","290"
"1135","Gû-sái-tê","Gu5-sai2-te5","Gû-sái-tê","Gu5-sai2-te5","牛屎茶","291"
"1136","Âng-tām","Ang5-tam7","Âng-tām","Ang5-tam7","紅淡","291"
"1137","Tê-mûi","Te5-mui5","Tê-muî","Te5-mui5","茶梅","292"
"1138","Khó͘-tê","Khoo2-te5","Khóo-tê","Khoo2-te5","苦茶","292"
"1139","Iû-tê-chhiū","Iu5-te5-chhiu7","Iû-tê-tshiū","Iu5-te5-tshiu7","油茶樹","292"
"1140","O͘-phê-tê","Oo-phe5-te5","Oo-phê-tê","Oo-phe5-te5","烏皮茶","292"
"1141","Gû-sái-tê","Gu5-sai2-te5","Gû-sái-tê","Gu5-sai2-te5","牛屎茶","292"
"1142","Iû-tê","Iu5-te5","Iû-tê","Iu5-te5","油茶","292"
"1143","Tê","Te5","Tê","Te5","茶","293"
"1144","Soaⁿ-tê","Soann-te5","Suann-tê","Suann-te5","山茶","293"
"1145","Soaⁿ-tê-á","Soann-te5-a2","Suann-tê-á","Suann-te5-a2","山茶仔","293"
"1146","Iû-tê","Iu5-te5","Iû-tê","Iu5-te5","油茶","293"
"1147","Iû-hio̍h-tê","Iu5-hioh8-te5","Iû-hio̍h-tê","Iu5-hioh8-te5","油葉茶","293"
"1148","Iû-bo̍k","Iu5-bok8","Iû-bo̍k","Iu5-bok8","油木","293"
"1149","Tōa-thâu-tê","Toa7-thau5-te5","Tuā-thâu-tê","Tua7-thau5-te5","大頭茶","293"
"1150","Koaⁿ-á-phê","Koann-a2-phe5","Kuann-á-phê","Kuann-a2-phe5","杆仔皮","294"
"1151","Hò-siū","Ho3-siu7","Hò-siū","Ho3-siu7","荷樹","294"
"1152","Hò","Ho3","Hò","Ho3","荷","294"
"1153","Ko-poe","Ko-poe","Ko-pue","Ko-pue","高杯","294"
"1154","Kó-á","Ko2-a2","Kó-á","Ko2-a2","？仔","294"
"1155","Âng-chhâ","Ang5-chha5","Âng-tshâ","Ang5-tsha5","紅柴","294"
"1156","Âng-tām-pí","Ang5-tam7-pi2","Âng-tām-pí","Ang5-tam7-pi2","紅淡比","294"
"1157","Âng-kāu-khak","Ang5-kau7-khak","Âng-kāu-khak","Ang5-kau7-khak","紅厚殼","294"
"1158","Thih-tiò-koaⁿ","Thih-tio3-koann","Thih-tiò-kuann","Thih-tio3-kuann","鐵釣竿","295"
"1159","N̂g-hoe-á-chháu","Ng5-hoe-a2-chhau2","N̂g-hue-á-tsháu","Ng5-hue-a2-tshau2","黃花仔草","295"
"1160","It-ki-hiuⁿ","It-ki-hiunn","It-ki-hiunn","It-ki-hiunn","一枝香","295"
"1161","Chhut-seng-láu","Chhut-seng-lau2","Tshut-sing-láu","Tshut-sing-lau2","出生老","295"
"1162","Tōa-hoan-hûn","Toa7-hoan-hun5","Tuā-huan-hûn","Tua7-huan-hun5","大翻魂","295"
"1163","Sàm-liú","Sam3-liu2","Sàm-liú","Sam3-liu2","？柳","296"
"1164","Tê-sî-hông","Te5-si5-hong5","Tê-sî-hông","Te5-si5-hong5","茶匙黃","297"
"1165","Èng-chhài-hông","Eng3-chhai3-hong5","Ìng-tshài-hông","Ing3-tshai3-hong5","甕菜黃","298"
"1166","Koe-chih-hông","Koe-chih-hong5","Kue-tsih-hông","Kue-tsih-hong5","鷄舌黃","298"
"1167","Keh-chiáu-hoe","Keh-chiau2-hoe","Keh-tsiáu-hue","Keh-tsiau2-hue","鵲鳥花","298"
"1168","Ū-chhì-chhiah-lân","U7-chhi3-chhiah-lan5","Ū-tshì-tshiah-lân","U7-tshi3-tshiah-lan5","有刺赤蘭","299"
"1169","Ló͘-hòa-chhiū","Loo2-hoa3-chhiu7","Lóo-huà-tshiū","Loo2-hua3-tshiu7","魯化樹","299"
"1170","Sî-pió-á-hoe","Si5-pio2-a2-hoe","Sî-pió-á-hue","Si5-pio2-a2-hue","時錶仔花","300"
"1171","Bo̍k-koa","Bok8-koa","Bo̍k-kua","Bok8-kua","木瓜","300"
"1172","Hoan-á-bo̍k-koa","Hoan-a2-bok8-koa","Huan-á-bo̍k-kua","Huan-a2-bok8-kua","番仔木瓜","300"
"1173","Bān-siū-kó","Ban7-siu7-ko2","Bān-siū-kó","Ban7-siu7-ko2","萬壽果","300"
"1174","Mo͘h-piah-liân","Mooh-piah-lian5","Mooh-piah-liân","Mooh-piah-lian5","？壁蓮","302"
"1175","Sian-pa-chiúⁿ","Sian-pa-chiunn2","Sian-pa-tsiúnn","Sian-pa-tsiunn2","仙巴掌","303"
"1176","Po͘-lûn-á","Poo-lun5-a2","Poo-lûn-á","Poo-lun5-a2","埔崙仔","303"
"1177","Soaⁿ-po͘-lûn-á","Soann-poo-lun5-a2","Suann-poo-lûn-á","Suann-poo-lun5-a2","山埔崙仔","303"
"1178","Po͘-lûn","Poo-lun5","Poo-lûn","Poo-lun5","埔崙","303"
"1179","Khī-kô͘","Khi7-koo5","Khī-kôo","Khi7-koo5","柿糊","304"
"1180","Kiú-kiong","Kiu2-kiong","Kiú-kiong","Kiu2-kiong","九芎","304"
"1181","Chńg-kah-hoe","Chng2-kah-hoe","Tsńg-kah-hue","Tsng2-kah-hue","指甲花","305"
"1182","Chhâ-chńg-kah","Chha5-chng2-kah","Tshâ-tsńg-kah","Tsha5-tsng2-kah","柴指甲","305"
"1183","Hái-chóa-chîⁿ-ló͘","Hai2-choa2-chinn5-loo2","Hái-tsuá-tsînn-lóo","Hai2-tsua2-tsinn5-loo2","海紙錢魯","305"
"1184","Chúi-ti-bú-lin","Chui2-ti-bu2-lin","Tsuí-ti-bú-lin","Tsui2-ti-bu2-lin","水豬母乳","305"
"1185","Âng-sia̍h-liû","Ang5-siah8-liu5","Âng-sia̍h-liû","Ang5-siah8-liu5","紅石榴","305"
"1186","Siā-liû","Sia7-liu5","Siā-liû","Sia7-liu5","謝榴、榭榴","305"
"1187","Sia̍h-liû","Siah8-liu5","Sia̍h-liû","Siah8-liu5","石榴","305"
"1188","Pe̍h-sia̍h-liû","Peh8-siah8-liu5","Pe̍h-sia̍h-liû","Peh8-siah8-liu5","白石榴","305"
"1189","Kî-pôaⁿ-kha-chhiū","Ki5-poann5-kha-chhiu7","Kî-puânn-kha-tshiū","Ki5-puann5-kha-tshiu7","碁盤脚樹","306"
"1190","Chúi-kòng-á","Chui2-kong3-a2","Tsuí-kòng-á","Tsui2-kong3-a2","水貢仔","306"
"1191","Chúi-ka-tang","Chui2-ka-tang","Tsuí-ka-tang","Tsui2-ka-tang","水茄苳","306"
"1192","Sòe-hio̍h-kî-pôaⁿ-kha-chhiū","Soe3-hioh8-ki5-poann5-kha-chhiu7","Suè-hio̍h-kî-puânn-kha-tshiū","Sue3-hioh8-ki5-puann5-kha-tshiu7","細葉碁盤脚樹","306"
"1193","Gō͘-kha-lí","Goo7-kha-li2","Gōo-kha-lí","Goo7-kha-li2","五脚里","306"
"1194","Chúi-pit","Chui2-pit","Tsuí-pit","Tsui2-pit","水筆","306"
"1195","Chúi-pit-á","Chui2-pit-a2","Tsuí-pit-á","Tsui2-pit-a2","水筆仔","306"
"1196","Âng-ka-tang","Ang5-ka-tang","Âng-ka-tang","Ang5-ka-tang","紅茄苳","307"
"1197","Sù-kun-chú","Su3-kun-chu2","Sù-kun-tsú","Su3-kun-tsu2","使君子","307"
"1198","Soaⁿ-iûⁿ-sái","Soann-iunn5-sai2","Suann-iûnn-sái","Suann-iunn5-sai2","山羊屎","307"
"1199","Lám-jîn","Lam2-jin5","Lám-jîn","Lam2-jin5","欖仁","307"
"1200","Ka-ji̍p-kū","Ka-jip8-ku7","Ka-ji̍p-kū","Ka-jip8-ku7","加入舅","308"
"1201","Chhiah-lân","Chhiah-lan5","Tshiah-lân","Tshiah-lan5","赤蘭","308"
"1202","Hoan-á-sàu-chhiú","Hoan-a2-sau3-chhiu2","Huan-á-sàu-tshiú","Huan-a2-sau3-tshiu2","蕃仔掃箒","308"
"1203","Hiong-kó","Hiong-ko2","Hiong-kó","Hiong-ko2","香果","309"
"1204","Hong-kó͘","Hong-koo2","Hong-kóo","Hong-koo2","風鼓","309"
"1205","Lián-bū","Lian2-bu7","Lián-bū","Lian2-bu7","蓮霧、輦霧","309"
"1206","Poa̍t-á","Poat8-a2","Pua̍t-á","Puat8-a2","拔仔","309"
"1207","Ná-poa̍t","Na2-poat8","Ná-pua̍t","Na2-puat8","那拔、藍拔、？？","309"
"1208","Pat-á","Pat-a2","Pat-á","Pat-a2","扒仔","309"
"1209","Chúi-to-nî","Chui2-to-ni5","Tsuí-to-nî","Tsui2-to-ni5","水刀連","310"
"1210","To-nî-á","To-ni5-a2","To-nî-á","To-ni5-a2","哆哖仔","310"
"1211","Tōa-hio̍h-kim-sia̍h-liû","Toa7-hioh8-kim-siah8-liu5","Tuā-hio̍h-kim-sia̍h-liû","Tua7-hioh8-kim-siah8-liu5","大葉金石榴","310"
"1212","Kim-siā-liû","Kim-sia7-liu5","Kim-siā-liû","Kim-sia7-liu5","金榭榴","310"
"1213","Tē-teng","Te7-teng","Tē-ting","Te7-ting","地丁","310"
"1214","Káu-lê-á-hoe","Kau2-le5-a2-hoe","Káu-lê-á-hue","Kau2-le5-a2-hue","九螺仔花","310"
"1215","Po͘-pit-á","Poo-pit-a2","Poo-pit-á","Poo-pit-a2","埔筆仔","310"
"1216","Put-liû-hêng","Put-liu5-heng5","Put-liû-hîng","Put-liu5-hing5","不留行","310"
"1217","Ông-put-liû-hêng","Ong5-put-liu5-heng5","Ông-put-liû-hîng","Ong5-put-liu5-hing5","王不留行","310"
"1218","Ông-put-liû","Ong5-put-liu5","Ông-put-liû","Ong5-put-liu5","王不留","310"
"1219","Kim-sia̍h-liû","Kim-siah8-liu5","Kim-sia̍h-liû","Kim-siah8-liu5","金石榴","310"
"1220","Kim-siā-liû","Kim-sia7-liu5","Kim-siā-liû","Kim-sia7-liu5","金榭榴","310"
"1221","Chúi-teng-hiuⁿ","Chui2-teng-hiunn","Tsuí-ting-hiunn","Tsui2-ting-hiunn","水丁香","312"
"1222","Kè-kang-lêng","Ke3-kang-leng5","Kè-kang-lîng","Ke3-kang-ling5","過江龍","312"
"1223","Kè-kau-lêng","Ke3-kau-leng5","Kè-kau-lîng","Ke3-kau-ling5","過溝龍","312"
"1224","Chúi-kang-lêng","Chui2-kang-leng5","Tsuí-kang-lîng","Tsui2-kang-ling5","水江龍","312"
"1225","Chúi-teng-hiuⁿ","Chui2-teng-hiunn","Tsuí-ting-hiunn","Tsui2-ting-hiunn","水丁香","312"
"1226","Lêng-kak","Leng5-kak","Lîng-kak","Ling5-kak","龍角、菱角","312"
"1227","Chháu-se","Chhau2-se","Tsháu-se","Tshau2-se","草紗","313"
"1228","Kang-bó͘","Kang-boo2","Kang-bóo","Kang-boo2","江某、江？","313"
"1229","Ap-bú-chhiū","Ap-bu2-chhiu7","Ap-bú-tshiū","Ap-bu2-tshiu7","鴨母樹","313"
"1230","Ap-mu-phang","Ap-mu-phang","Ap-mu-phang","Ap-mu-phang","鴨母？","313"
"1231","Ap-mâ-koa̍t","Ap-ma5-koat8","Ap-mâ-kua̍t","Ap-ma5-kuat8","鴨麻瓜","313"
"1232","Chhì-chhang-chhiū","Chhi3-chhang-chhiu7","Tshì-tshang-tshiū","Tshi3-tshang-tshiu7","刺葱樹","314"
"1233","Chhì-chhang","Chhi3-chhang","Tshì-tshang","Tshi3-tshang","刺葱","314"
"1234","Sòe-hō͘-chhì-chhang","Soe3-hoo7-chhi3-chhang","Suè-hōo-tshì-tshang","Sue3-hoo7-tshi3-tshang","細號刺葱","314"
"1235","Káu-kha-tôe","Kau2-kha-toe5","Káu-kha-tuê","Kau2-kha-tue5","狗腳蹄","314"
"1236","Thong-chháu","Thong-chhau2","Thong-tsháu","Thong-tshau2","蓪草、通草","315"
"1237","Hoe-chhó","Hoe-chho2","Hue-tshó","Hue-tsho2","花草","315"
"1238","Tōa-pún-soaⁿ-khûn-chhài","Toa7-pun2-soann-khun5-chhai3","Tuā-pún-suann-khûn-tshài","Tua7-pun2-suann-khun5-tshai3","大本山芹菜","315"
"1239","To̍k-hoa̍t","Tok8-hoat8","To̍k-hua̍t","Tok8-huat8","獨活","315"
"1240","Khûn-chhài","Khun5-chhai3","Khûn-tshài","Khun5-tshai3","芹菜","315"
